InvoiceID,InvoiceDate,CustomerID
C549098,2011-04-06 11:06:00,12481
540040,2011-01-04 14:20:00,12483
551278,2011-04-27 13:13:00,12483
552717,2011-05-11 09:42:00,12483
553674,2011-05-18 12:50:00,12483
556194,2011-06-09 12:20:00,12483
565287,2011-09-02 11:42:00,12483
573333,2011-10-30 11:34:00,12483
578089,2011-11-22 17:02:00,12483
C551585,2011-05-03 11:23:00,12483
C551864,2011-05-04 16:18:00,12483
C575081,2011-11-08 13:30:00,12483
540469,2011-01-07 14:04:00,12484
557007,2011-06-16 11:30:00,12484
564734,2011-08-28 13:32:00,12484
574550,2011-11-04 15:18:00,12484
C545728,2011-03-07 11:41:00,12484
C569370,2011-10-03 15:41:00,12484
568137,2011-09-25 10:34:00,12488
573442,2011-10-31 10:42:00,12488
579529,2011-11-30 08:50:00,12488
540463,2011-01-07 13:13:00,12489
541120,2011-01-14 09:13:00,12490
552325,2011-05-09 09:47:00,12490
557489,2011-06-20 14:58:00,12490
561029,2011-07-24 11:25:00,12490
564912,2011-08-31 12:33:00,12490
565854,2011-09-07 13:22:00,12490
574068,2011-11-02 14:51:00,12490
576222,2011-11-14 13:02:00,12490
577856,2011-11-22 11:19:00,12490
580536,2011-12-04 16:07:00,12490
573868,2011-11-01 12:18:00,12491
564666,2011-08-26 14:51:00,12492
570189,2011-10-07 15:15:00,12492
554826,2011-05-26 14:53:00,12493
558124,2011-06-27 10:17:00,12493
C555100,2011-05-31 13:45:00,12493
537967,2010-12-09 11:31:00,12494
539113,2010-12-16 11:24:00,12494
544200,2011-02-17 10:08:00,12494
554940,2011-05-27 13:49:00,12494
558699,2011-07-01 12:17:00,12494
573402,2011-10-30 15:44:00,12494
578348,2011-11-24 09:34:00,12494
C539104,2010-12-16 10:38:00,12494
C539114,2010-12-16 11:24:00,12494
C540151,2011-01-05 11:13:00,12494
C544609,2011-02-22 10:03:00,12494
C559049,2011-07-05 15:50:00,12494
C579532,2011-11-30 09:21:00,12494
567298,2011-09-19 12:29:00,12497
570881,2011-10-13 09:30:00,12498
577299,2011-11-18 12:52:00,12498
577301,2011-11-18 12:53:00,12498
540553,2011-01-10 09:48:00,12500
544281,2011-02-17 12:23:00,12500
545557,2011-03-03 15:30:00,12500
546919,2011-03-18 09:55:00,12500
557972,2011-06-24 10:16:00,12500
564475,2011-08-25 12:50:00,12500
569727,2011-10-06 09:37:00,12500
571729,2011-10-19 09:43:00,12500
571739,2011-10-19 10:33:00,12500
572134,2011-10-21 10:13:00,12500
576869,2011-11-16 16:20:00,12500
C569733,2011-10-06 09:57:00,12500
C574347,2011-11-04 10:28:00,12500
540458,2011-01-07 12:28:00,12501
C542537,2011-01-28 13:54:00,12501
543055,2011-02-03 10:41:00,12502
546755,2011-03-16 13:29:00,12502
552040,2011-05-06 08:19:00,12502
562273,2011-08-04 09:55:00,12502
565519,2011-09-05 11:52:00,12502
575352,2011-11-09 14:56:00,12504
577776,2011-11-21 16:02:00,12504
C577397,2011-11-18 17:12:00,12504
C577775,2011-11-21 16:00:00,12504
550821,2011-04-21 08:54:00,12506
543822,2011-02-14 09:24:00,12507
559187,2011-07-07 10:20:00,12507
561669,2011-07-28 17:09:00,12507
C559175,2011-07-07 10:17:00,12507
575692,2011-11-10 16:27:00,12508
576064,2011-11-13 15:37:00,12508
545181,2011-02-28 14:45:00,12509
541491,2011-01-18 14:04:00,12510
560607,2011-07-20 10:15:00,12510
569527,2011-10-04 14:53:00,12512
569529,2011-10-04 14:55:00,12512
563753,2011-08-19 10:51:00,12513
C567091,2011-09-16 12:45:00,12513
546875,2011-03-17 16:38:00,12514
539752,2010-12-21 15:43:00,12515
556469,2011-06-12 11:37:00,12516
567959,2011-09-23 09:13:00,12516
555383,2011-06-02 15:13:00,12517
562537,2011-08-05 15:02:00,12517
568472,2011-09-27 11:50:00,12517
575886,2011-11-11 13:57:00,12517
C575839,2011-11-11 11:40:00,12517
563914,2011-08-21 13:18:00,12518
568103,2011-09-23 15:45:00,12518
570718,2011-10-12 10:36:00,12518
575787,2011-11-11 11:18:00,12518
581494,2011-12-09 10:13:00,12518
570007,2011-10-07 09:26:00,12519
546365,2011-03-11 11:35:00,12520
547715,2011-03-25 08:50:00,12520
553741,2011-05-19 09:37:00,12520
560728,2011-07-20 14:38:00,12520
567666,2011-09-21 15:23:00,12520
C546886,2011-03-17 18:13:00,12520
560635,2011-07-20 10:51:00,12521
571904,2011-10-19 14:41:00,12522
573629,2011-10-31 15:30:00,12522
540851,2011-01-12 09:43:00,12523
544585,2011-02-21 14:58:00,12523
546770,2011-03-16 15:17:00,12523
548553,2011-04-01 09:19:00,12523
561470,2011-07-27 13:14:00,12523
563897,2011-08-21 10:44:00,12523
564226,2011-08-24 10:13:00,12523
567657,2011-09-21 14:43:00,12523
569921,2011-10-06 17:28:00,12523
572925,2011-10-27 09:18:00,12523
577512,2011-11-20 12:55:00,12523
C573869,2011-11-01 12:23:00,12523
C581316,2011-12-08 11:46:00,12523
540562,2011-01-10 10:35:00,12524
544483,2011-02-21 10:53:00,12524
545533,2011-03-03 14:04:00,12524
551529,2011-05-01 13:18:00,12524
553842,2011-05-19 12:24:00,12524
558608,2011-06-30 15:30:00,12524
570082,2011-10-07 11:19:00,12524
579786,2011-11-30 15:31:00,12524
565765,2011-09-06 14:19:00,12526
571304,2011-10-17 09:37:00,12526
581574,2011-12-09 12:09:00,12526
541480,2011-01-18 12:05:00,12527
544340,2011-02-18 09:41:00,12527
567291,2011-09-19 11:55:00,12527
542621,2011-01-31 09:05:00,12528
545916,2011-03-08 11:46:00,12528
559899,2011-07-13 12:24:00,12528
563548,2011-08-17 12:30:00,12528
570095,2011-10-07 11:57:00,12528
579747,2011-11-30 14:40:00,12528
C547806,2011-03-25 13:37:00,12528
C563751,2011-08-19 10:37:00,12528
540410,2011-01-07 10:04:00,12530
550665,2011-04-20 09:31:00,12530
562605,2011-08-08 10:59:00,12530
570637,2011-10-11 12:34:00,12530
C564104,2011-08-23 10:38:00,12530
578705,2011-11-25 11:12:00,12531
575326,2011-11-09 13:47:00,12532
561911,2011-08-01 10:26:00,12534
555637,2011-06-06 12:47:00,12535
566074,2011-09-09 08:48:00,12535
570672,2011-10-11 14:52:00,12536
C580263,2011-12-02 12:43:00,12536
575707,2011-11-10 17:16:00,12538
540550,2011-01-10 09:11:00,12539
542303,2011-01-27 11:05:00,12539
547387,2011-03-22 16:00:00,12539
577039,2011-11-17 13:30:00,12539
538525,2010-12-13 09:39:00,12540
540801,2011-01-11 12:25:00,12540
542905,2011-02-01 15:11:00,12540
547703,2011-03-24 17:10:00,12540
551868,2011-05-04 16:29:00,12540
555095,2011-05-31 13:32:00,12540
555726,2011-06-06 16:23:00,12540
559173,2011-07-07 10:03:00,12540
561093,2011-07-25 10:01:00,12540
564201,2011-08-24 08:09:00,12540
566040,2011-09-08 13:38:00,12540
567340,2011-09-19 15:02:00,12540
568001,2011-09-23 11:35:00,12540
569998,2011-10-07 08:12:00,12540
571665,2011-10-18 12:59:00,12540
575144,2011-11-08 15:38:00,12540
577476,2011-11-20 11:31:00,12540
C541654,2011-01-20 11:53:00,12540
C567521,2011-09-20 16:33:00,12540
545585,2011-03-04 09:32:00,12541
557314,2011-06-19 15:59:00,12541
575514,2011-11-10 10:40:00,12541
574301,2011-11-03 16:15:00,12544
C575531,2011-11-10 11:12:00,12544
547790,2011-03-25 12:04:00,12545
568179,2011-09-25 13:39:00,12545
567968,2011-09-23 09:44:00,12546
572442,2011-10-24 12:09:00,12546
C569422,2011-10-04 10:38:00,12546
545647,2011-03-04 12:46:00,12547
